Сессия 1.
Основные таблицы
1. Patient (Пациенты)
Id;Surname;Name;Patronymic;Birthday;PassportSeries;PassportNumber;Gender;Address;Phone;Email;MedcardId;PolicyNumber;PolicyExpirationDate;InsuranceCompany;WorkPlace;Photo
                return $"Паспорт: {PassportSeries} {PassportNumber}";
            }
        }

    }
}


<Window x:Class="MedInfoSystemApp.MainWindow"
        xmlns="http://schemas.microsoft.com/winfx/2006/xaml/presentation"
        xmlns:x="http://schemas.microsoft.com/winfx/2006/xaml"
        xmlns:d="http://schemas.microsoft.com/expression/blend/2008"
        xmlns:mc="http://schemas.openxmlformats.org/markup-compatibility/2006"
        xmlns:local="clr-namespace:MedInfoSystemApp"
        mc:Ignorable="d"
        Title="{Binding ElementName=MainFrame, Path=Content.Title}" 
    WindowStartupLocation="CenterScreen"
    Style="{StaticResource base_window}"
    Height="450" Width="800"
    Closing="WindowClosing" Closed="WindowClosed" >
    <Grid>

        <Grid.RowDefinitions>
            <RowDefinition Height="75"/>
            <RowDefinition Height="*"/>
            <RowDefinition Height="30"/>
        </Grid.RowDefinitions>

        <Grid Background="{StaticResource additional}"/>

        <Image  Margin="10" HorizontalAlignment="Left"/>

        <TextBlock Grid.Row="0" Text="МИС" 
           HorizontalAlignment="Center" 
           VerticalAlignment="Center"
           Foreground="{StaticResource main}"
           FontSize="20" FontWeight="Bold"/>
        <Frame x:Name="MainFrame" Grid.Row="1" 
         BorderBrush="{StaticResource akcent}"
         NavigationUIVisibility="Hidden" 
         BorderThickness="1" ContentRendered="MainFrame_ContentRendered"/>

       

        <TextBlock x:Name="TextBlockName" Width="auto" 
           Height="40" HorizontalAlignment="Right" 
           VerticalAlignment="Top"/>
        <StackPanel Grid.Row="0" Orientation="Horizontal" HorizontalAlignment="Right" Margin="0 0 20 0">

            <Button x:Name="BtnAddPatient" 
                 Click="BtnAddPatient_Click" ToolTip="Регистрация пациента" Content="Регистрация пациента">

            </Button>
            <Button x:Name="BtnBack" 
                 Click="BtnBackClick" ToolTip="Назад" Content="Назад" Visibility="Collapsed">
                
            </Button>
        </StackPanel>
        <Grid Grid.Row="2" Background="{StaticResource additional}"/>
    </Grid>
</Window>


using MedInfoSystemApp.Models;
using MedInfoSystemApp.Pages;
using QRCoder;
using QRCoder.Xaml;
using System;
using System.Windows;
using System.Windows.Media;

namespace MedInfoSystemApp
{
    /// <summary>
    /// Логика взаимодействия для MainWindow.xaml
    /// </summary>
    public partial class MainWindow : Window
    {
        User _currentUser; //текущий пользователь в системе
        public MainWindow()
        {
            InitializeComponent();
            LoadData();
        }

        /// <summary>
        /// загружаем данные и инициализируем переменные
        /// </summary>
        void LoadData()
        {
            MainFrame.Navigate(new PatientsPage());
            Manager.MainFrame = MainFrame;
        }
        private void WindowClosed(object sender, EventArgs e)
        {
            // показать владельца формы
            //Owner.Show();
            // или если надо, то можно закрыть приложение  командой
            Application.Current.Shutdown();
        }

        //событие попытки закрытия окна,
        // если пользователь выберет Cancel, то форму не закроем
        private void WindowClosing(object sender, System.ComponentModel.CancelEventArgs e)
        {
            MessageBoxResult x = MessageBox.Show("Вы действительно хотите выйти?", "Выйти",
              MessageBoxButton.OKCancel, MessageBoxImage.Question);
            if (x == MessageBoxResult.Cancel)
                e.Cancel = true;
        }

        private void BtnBackClick(object sender, RoutedEventArgs e)
        {
            Manager.MainFrame.GoBack();
        }



        private void MainFrame_ContentRendered(object sender, EventArgs e)
        {
            if (MainFrame.CanGoBack)
            {
                BtnBack.Visibility = Visibility.Visible;
            }
            else
            {
                BtnBack.Visibility = Visibility.Collapsed;
            }
        }

        void GenerateQrcode()
        {
            using (QRCodeGenerator qrGenerator = new QRCodeGenerator())
            using (QRCodeData qrCodeData = qrGenerator.CreateQrCode("The text which should be encoded.", QRCodeGenerator.ECCLevel.Q))
            {
                using (XamlQRCode qrCode = new XamlQRCode(qrCodeData))
                {
                    DrawingImage qrCodeAsXaml = qrCode.GetGraphic(20);
                }
            }
        }

        private void BtnAddPatient_Click(object sender, RoutedEventArgs e)
        {
            MainFrame.Navigate(new AddPatient(new Patient()));
        }
    }
}


<Page x:Class="MedInfoSystemApp.Pages.PatientsPage"
      xmlns="http://schemas.microsoft.com/winfx/2006/xaml/presentation"
      xmlns:x="http://schemas.microsoft.com/winfx/2006/xaml"
      xmlns:mc="http://schemas.openxmlformats.org/markup-compatibility/2006" 
      xmlns:d="http://schemas.microsoft.com/expression/blend/2008" 
      xmlns:local="clr-namespace:MedInfoSystemApp.Pages"
      mc:Ignorable="d" 
      d:DesignHeight="450" d:DesignWidth="800"
      Title="Пациенты"
    IsVisibleChanged="PageIsVisibleChanged" 
    Style="{StaticResource base_page}">
    <Grid>
        <Grid.RowDefinitions>
            <RowDefinition Height="auto"/>
            <RowDefinition Height="*"/>
            <RowDefinition Height="40"/>
        </Grid.RowDefinitions>

        <WrapPanel Grid.Row="0" HorizontalAlignment="Stretch" 
           Background="{StaticResource additional}">

            <StackPanel Orientation="Horizontal">
                <TextBlock  Text="ID:" 
               Style="{StaticResource base_textblock}"/>
                <TextBox Width="40" x:Name="TBoxID"  
             TextChanged="TBoxSearchTextChanged"/>
            </StackPanel>
            <StackPanel Orientation="Horizontal">
                <TextBlock  Text="Фамилия:" 
               Style="{StaticResource base_textblock}"/>
                <TextBox Width="200" x:Name="TBoxSurname"  
             TextChanged="TBoxSearchTextChanged"/>
            </StackPanel>
            <StackPanel Orientation="Horizontal">
                <TextBlock  Text="Имя:" 
               Style="{StaticResource base_textblock}"/>
                <TextBox Width="200" x:Name="TBoxName"  
             TextChanged="TBoxSearchTextChanged"/>
            </StackPanel>
            <StackPanel Orientation="Horizontal">
                <TextBlock  Text="Серия паспорта:" 
               Style="{StaticResource base_textblock}"/>
                <TextBox Width="100" x:Name="TBoxPassportSeries"  
             TextChanged="TBoxSearchTextChanged" MaxLength="4"/>
            </StackPanel>
            <StackPanel Orientation="Horizontal">
                <TextBlock  Text="Номер паспорта:" 
               Style="{StaticResource base_textblock}"/>
                <TextBox Width="100" x:Name="TBoxPassportNumber"  
             TextChanged="TBoxSearchTextChanged" MaxLength="6"/>
            </StackPanel>


            <StackPanel Orientation="Horizontal">
                <TextBlock Text="Дата рождения" 
               Style="{StaticResource base_textblock}" />
                <DatePicker x:Name="DatePickerBirthdayDate" 
              SelectedDateChanged="DatePickerBirthdayDate_SelectedDateChanged" />
            </StackPanel>
            <Button x:Name="BtnGetByQr" Grid.Column="3" Content="Найти по QRcode" HorizontalAlignment="Right" Click="BtnGetByQr_Click"/>

        </WrapPanel>
        <TextBlock Grid.Row="2" x:Name="TextBlockInfo" 
           Width="300" HorizontalAlignment="Left" />

        <ListBox x:Name="ListBoxPatients"
                 ItemContainerStyle="{StaticResource listbox_item}"
         ScrollViewer.VerticalScrollBarVisibility="Visible"
         SelectedValuePath="Id"
         Grid.Row="1" Grid.Column="0">

            <ListBox.ItemTemplate>
                <DataTemplate >
                    <Grid HorizontalAlignment="Stretch" UseLayoutRounding="True">
                        <Grid.ColumnDefinitions>
                            <ColumnDefinition Width="60"/>
                            <ColumnDefinition Width="*"/>
                            <ColumnDefinition Width="60"/>
                            <ColumnDefinition Width="60"/>
                        </Grid.ColumnDefinitions>

                        <Image Grid.Column="0"
                 Width="60" Height="40" 
                 Stretch="Uniform" 
                 Source="{Binding Path=GetPhoto}" 
                 Margin="5 0 5 0"/>

                        <StackPanel Grid.Column="1" >
                    
                            <TextBlock Margin="2" FontSize="16" 
                     FontWeight="Bold" Text="{Binding Path=GetIdFIO}" 
                     Width="Auto" HorizontalAlignment="Left" />
                            <TextBlock Margin="2" FontSize="16" 
                 Text="{Binding Path=Birthday, StringFormat='d', ConverterCulture='ru-RU'}" 
                 Width="Auto" HorizontalAlignment="Left"/>
                            <TextBlock Margin="2" FontSize="16" 
                      Text="{Binding Path=GetPassport}" 
                     Width="Auto" HorizontalAlignment="Left" />
                            <TextBlock Margin="2" FontSize="16" 
                 Text="{Binding Path=Phone, StringFormat={}Телефон: {0}}"
                 Width="Auto" HorizontalAlignment="Left" />

                        </StackPanel>
                        <Image Grid.Column="2" HorizontalAlignment="Right"
                 Width="60" Height="40" 
                 Stretch="Uniform" 
                 Source="{Binding Path=GetQrCode}" 
                 Margin="5 0 5 0"/>

                        <Button x:Name="BtnMore" Grid.Column="3" Content="..." HorizontalAlignment="Right" Click="BtnMore_Click"/>
                    </Grid>
                </DataTemplate>
            </ListBox.ItemTemplate>
        </ListBox>
    </Grid>
</Page>


using MedInfoSystemApp.Models;
using MessagingToolkit.QRCode.Codec;
using MessagingToolkit.QRCode.Codec.Data;
using Microsoft.Win32;
using System;
using System.Drawing;
using System.Linq;
using System.Windows;
using System.Windows.Controls;

namespace MedInfoSystemApp.Pages
{
    /// <summary>
    /// Логика взаимодействия для PatientsPage.xaml
    /// </summary>
    public partial class PatientsPage : Page
    {
        int _itemcount = 0; // количество записей в таблице Events
        public PatientsPage()
        {
            InitializeComponent();
            LoadAndInitData();
        }
        /// <summary>
        /// Загрузка и подготовка данных страницы
        /// </summary>
        void LoadAndInitData()
        {
            // загрузка  в ListBox сортируем по Дате
            ListBoxPatients.ItemsSource = MicEntities.GetContext().Patients.
      OrderBy(p => p.Id).ToList();
            // запоминаем общще количество  в БД
            _itemcount = ListBoxPatients.Items.Count;

           
            TextBlockInfo.Text = $" Результат запроса: {_itemcount} записей из {_itemcount}";
        }

        private void PageIsVisibleChanged(object sender, DependencyPropertyChangedEventArgs e)
        {
            //обновление данных после каждой активации окна
            if (Visibility == Visibility.Visible)
            {
                MicEntities.GetContext().ChangeTracker.Entries().ToList().
        ForEach(p => p.Reload());
                ListBoxPatients.ItemsSource = MicEntities.GetContext().Patients.
        OrderBy(p => p.Id).ToList();
            }
        }

        // Поиск , которые содержат данную поисковую строку
        private void TBoxSearchTextChanged(object sender, TextChangedEventArgs e)
        {
            UpdateData();
        }
        /// <summary>
        /// Метод для фильтрации и сортировки данных
        /// </summary>
        private void UpdateData()
        {
            // получаем актуальный список  из БД
            var currentPatients = MicEntities.GetContext().Patients.OrderBy(p => p.Id).ToList();
           
            if (DatePickerBirthdayDate.SelectedDate != null)
                currentPatients = currentPatients.
        Where(p => p.Birthday == DatePickerBirthdayDate.SelectedDate).ToList();
            // выбор тех, в названии которых есть поисковая строка
            currentPatients = currentPatients.Where(p => p.Surname.ToLower().Contains(TBoxSurname.Text.ToLower())).ToList();
            currentPatients = currentPatients.Where(p => p.Name.ToLower().Contains(TBoxName.Text.ToLower())).ToList();
            currentPatients = currentPatients.Where(p => p.PassportNumber.ToString().ToLower().Contains(TBoxPassportNumber.Text.ToLower())).ToList();
            currentPatients = currentPatients.Where(p => p.PassportSeries.ToString().ToLower().Contains(TBoxPassportSeries.Text.ToLower())).ToList();
            currentPatients = currentPatients.Where(p => p.Id.ToString().ToLower().Contains(TBoxID.Text.ToLower())).ToList();
            // В качестве источника данных присваиваем список данных
            ListBoxPatients.ItemsSource = currentPatients;
            // отображение количества записей
            TextBlockInfo.Text = $" Результат запроса: {currentPatients.Count} " +
                                                    $"записей из {_itemcount}";
        }

       

        private void DatePickerBirthdayDate_SelectedDateChanged(object sender, SelectionChangedEventArgs e)
        {
            UpdateData();
        }

        private void BtnMore_Click(object sender, RoutedEventArgs e)
        {
            Patient patient = (sender as Button).DataContext as Patient;
            Manager.MainFrame.Navigate(new AddPatient(patient));
        }

        private void BtnGetByQr_Click(object sender, RoutedEventArgs e)
        {
            // получение информации по QrCode
            // используется библиотека MessagingToolkit.QRCode
            QRCodeDecoder decoder = new QRCodeDecoder();
            OpenFileDialog openFileDialog = new OpenFileDialog();
            if (openFileDialog.ShowDialog() == true)
            {
            //    imgQR.Source = new BitmapImage(new Uri(openFileDialog.FileName));

                int id = Convert.ToInt32(decoder.Decode(new QRCodeBitmapImage(new Bitmap(openFileDialog.FileName))));

                Patient patient = MicEntities.GetContext().Patients.FirstOrDefault(p => p.Id == id);
                if (patient is null)
                    MessageBox.Show("Пациент не найден");
                else
                    MessageBox.Show($"Пациент\n{patient.GetIdFIO}\n{patient.GetPassport}");
            }

        }
    }
}



<Page x:Class="MedInfoSystemApp.Pages.AddPatient"
      xmlns="http://schemas.microsoft.com/winfx/2006/xaml/presentation"
      xmlns:x="http://schemas.microsoft.com/winfx/2006/xaml"
      xmlns:mc="http://schemas.openxmlformats.org/markup-compatibility/2006" 
      xmlns:d="http://schemas.microsoft.com/expression/blend/2008" 
      xmlns:local="clr-namespace:MedInfoSystemApp.Pages"
      mc:Ignorable="d" 
      d:DesignHeight="600" d:DesignWidth="800"
       Title="Регистрация пациента" >
  <Grid>
    <Grid.ColumnDefinitions>
      <ColumnDefinition Width="200"/>
      <ColumnDefinition Width="300"/>
      <ColumnDefinition Width="120"/>
      <ColumnDefinition/>
    </Grid.ColumnDefinitions>
    <Grid.RowDefinitions>
      <RowDefinition Height="60"/>
      <RowDefinition Height="30"/>
      <RowDefinition Height="30"/>
      <RowDefinition Height="30"/>
      <RowDefinition Height="30"/>
      <RowDefinition Height="30"/>
      <RowDefinition Height="30"/>
      <RowDefinition Height="30"/>
      <RowDefinition Height="30"/>
      <RowDefinition Height="30"/>
      <RowDefinition Height="30"/>
      <RowDefinition Height="30"/>
      <RowDefinition Height="30"/>
      <RowDefinition/>
    </Grid.RowDefinitions>

    <Grid Background="{StaticResource additional}" Grid.ColumnSpan="4"/>
     
    <Image  Margin="10" HorizontalAlignment="Left"/>
    <TextBlock Grid.Row="0" Text="Регистрация пациента"  
           Grid.ColumnSpan="4"
           HorizontalAlignment="Center" 
           VerticalAlignment="Center"
           Foreground="{StaticResource main}"
           FontSize="20"
           FontWeight="Bold"/>

    <TextBlock Grid.Row="1" Text="Id Number:"   
           Style="{StaticResource add_window_textblock}"/>

    <TextBox x:Name="TextBoxIdNumber" 
         Grid.Row="1" Grid.Column="1"
         IsReadOnly="True" 
         Background="LightGray" 
         Text="{Binding Id}"/>


    <TextBlock Grid.Row="2" Text="ФИО:" 
           Style="{StaticResource add_window_textblock}"/>
    <StackPanel Grid.Row="2" Grid.Column="1" 
          Orientation="Horizontal" 
          HorizontalAlignment="Stretch" >
      <TextBox x:Name="TextBoxSurname" Width="100"
         Text="{Binding Surname}"/>
      <TextBox x:Name="TextBoxName" Width="100"
         Text="{Binding Name}"/>
      <TextBox x:Name="TextBoxPatronymic" Width="100"
         Text="{Binding Patronymic}"/>
    </StackPanel>
    <TextBlock Grid.Row="3" Text="Пол:" 
           Style="{StaticResource add_window_textblock}"/>

    <ComboBox x:Name="ComboBoxGender" Grid.Row="3" Grid.Column="1" Text="{Binding Gender}" >
      <ComboBoxItem Content="F"/>
      <ComboBoxItem Content="M"/>
    </ComboBox>

    <TextBlock Grid.Row="4" Text="Дата рождения:" 
           Style="{StaticResource add_window_textblock}"/>
    <DatePicker x:Name="DatePickerBirthday" Grid.Column="1" 
          HorizontalAlignment="Left"  Grid.Row="4" SelectedDate="{Binding Birthday}"
          VerticalAlignment="Top"/>
    <TextBlock Grid.Row="5" Text="Паспорт серия/номер:" 
           Style="{StaticResource add_window_textblock}"/>
        <StackPanel Grid.Row="5" Grid.Column="1" 
          Orientation="Horizontal" 
          HorizontalAlignment="Stretch" >
            <TextBox x:Name="TextBoxPassportSeries" Width="60" MaxLength="4"
         Text="{Binding PassportSeries}"/>
            <TextBox x:Name="TextBoxPassportNumber" Width="100" MaxLength="6"
                     Text="{Binding PassportNumber}"/>
        </StackPanel>

        <TextBlock Grid.Row="6" Text="Email:" 
           Style="{StaticResource add_window_textblock}"/>
    <TextBox x:Name="TextBoxEmail" Grid.Row="6" Grid.Column="1" 
         Text="{Binding Email}"/>
    <TextBlock Grid.Row="7" Text="Телефон:" 
           Style="{StaticResource add_window_textblock}"/>
        <TextBox x:Name="TextBoxPhone" Grid.Row="7" Grid.Column="1" 
         Text="{Binding Phone}" MaxLength="18"/>



        <TextBlock Grid.Row="8" Text="Номер страхового полиса:" 
           Style="{StaticResource add_window_textblock}"/>
        <TextBox x:Name="TextBoxPolicyNumber" Grid.Row="8" Grid.Column="1" 
         Text="{Binding PolicyNumber}" MaxLength="16"/>

        <TextBlock Grid.Row="9" Text="Дата окончания действия страхового полиса:" 
           Style="{StaticResource add_window_textblock}" TextWrapping="Wrap"/>
        <DatePicker x:Name="DatePickerPolicyExpirationDate" Grid.Column="1" SelectedDate="{Binding PolicyExpirationDate}" 
          HorizontalAlignment="Left"  Grid.Row="9" 
          VerticalAlignment="Top"/>
        <TextBlock Grid.Row="10" Text="Страховая компания:" 
           Style="{StaticResource add_window_textblock}"/>
        <TextBox x:Name="TextBoxInsuranceCompany" Grid.Row="10" Grid.Column="1"  Grid.ColumnSpan="3"
         Text="{Binding InsuranceCompany}" />

        <TextBlock Grid.Row="11" Text="Адрес:" 
           Style="{StaticResource add_window_textblock}"/>
        <TextBox x:Name="TextBoxAddress" Grid.Row="11" Grid.Column="1"  Grid.ColumnSpan="3"
         Text="{Binding Address}" />

        <TextBlock Grid.Row="12" Text="Место работы:" 
           Style="{StaticResource add_window_textblock}"/>
        <TextBox x:Name="TextBoxWorkPlace" Grid.Row="12" Grid.Column="1"  Grid.ColumnSpan="3"
         Text="{Binding WorkPlace}" />



        <TextBlock Grid.Row="1" Text="Фото:"  Grid.Column="2" 
        Style="{StaticResource add_window_textblock}" />
        <Image x:Name="ImagePatientPhoto" Grid.Row="1" Grid.Column="3" Grid.RowSpan="8" Source="{Binding GetPhoto}" />

        <Image x:Name="ImageQRCode" Grid.Row="13" Grid.Column="1" Source="{Binding GetQrCode}"/>
        <Button x:Name="ButtonLoadPhoto" Grid.Column="3" Grid.Row="9" Width="auto" Click="BtnLoadClick"
        HorizontalAlignment="Right" Margin="0"
        Content="Загрузить фото" />
    <StackPanel Orientation="Horizontal" 
          Grid.Row="13" Grid.Column="3"
          HorizontalAlignment="Center">
      <Button Width="100" Height="30" 
          Content="OK" 
          x:Name="BtnOk" Click="BtnOk_Click" />
      <Button Width="100"
          Height="30" 
          Content="Отмена" 
          x:Name="BtnCancel" />
    </StackPanel>
       
    </Grid>
</Page>



using MedInfoSystemApp.Models;
using Microsoft.Win32;
using QRCoder;
using QRCoder.Xaml;
using System;
using System.Drawing;
using System.Drawing.Imaging;
using System.IO;
using System.Text;
using System.Windows;
using System.Windows.Controls;
using System.Windows.Media;
using System.Windows.Media.Imaging;

namespace MedInfoSystemApp.Pages
{
    /// <summary>
    /// Логика взаимодействия для AddPatient.xaml
    /// </summary>
    public partial class AddPatient : Page
    {

        private Patient _currentPatient = new Patient();
        // путь к файлу
        private string _filePath = null;
        // название текущей главной фотографии
        private string _photoName = null;
        // текущая папка приложения
        private static string _currentDirectory = Directory.GetCurrentDirectory() + @"\Images\";
        public AddPatient(Patient patient)
        {
            InitializeComponent();
            DataContext = patient;
            _currentPatient = patient;
           // GenerateQrcode();
        }


        private StringBuilder CheckFields()
        {
            StringBuilder s = new StringBuilder();
            if (string.IsNullOrWhiteSpace(_currentPatient.Surname))
                s.AppendLine("Поле Фамилия пустое");
            if (string.IsNullOrWhiteSpace(_currentPatient.Name))
                s.AppendLine("Поле Имя пустое");
            if ((DatePickerBirthday.SelectedDate is null) || (DatePickerBirthday.SelectedDate == DateTime.MinValue))
                s.AppendLine("Дата рождения не выбрана");
            if (string.IsNullOrWhiteSpace(TextBoxPassportSeries.Text) || (!int.TryParse(TextBoxPassportSeries.Text, out int series)))
                s.AppendLine("Не корректная серия паспорта");
            if (string.IsNullOrWhiteSpace(TextBoxPassportNumber.Text) || (!int.TryParse(TextBoxPassportNumber.Text, out int number)))
                s.AppendLine("Не корректный номер паспорта");

            if (string.IsNullOrWhiteSpace(_currentPatient.Address))
                s.AppendLine("Поле Адрес пустое");
            if (string.IsNullOrWhiteSpace(_currentPatient.Phone))
                s.AppendLine("Поле Телефон пустое");

            if ((!long.TryParse(TextBoxPolicyNumber.Text, out long policyNumber)) || string.IsNullOrWhiteSpace(TextBoxPolicyNumber.Text))
                s.AppendLine("Не корректный номер полиса");

            if ((DatePickerPolicyExpirationDate.SelectedDate is null ) || (DatePickerPolicyExpirationDate.SelectedDate == DateTime.MinValue))
                s.AppendLine("Не выбрана дата окончания действия страхового полиса пациента");

            if (string.IsNullOrWhiteSpace(TextBoxInsuranceCompany.Text) )
                s.AppendLine("Не указана страховая компания");

            if (string.IsNullOrWhiteSpace(TextBoxWorkPlace.Text))
                s.AppendLine("Не указано место работы");
            if (string.IsNullOrWhiteSpace(_photoName))
                s.AppendLine("фото не выбрано пустое");

            return s;
            
        }


        void GenerateQrcode()
        {
            using (QRCodeGenerator qrGenerator = new QRCodeGenerator())
            using (QRCodeData qrCodeData = qrGenerator.CreateQrCode($"{_currentPatient.Id}", QRCodeGenerator.ECCLevel.Q))
            {
                QRCode BitmapqrCode = new QRCode(qrCodeData);
                Bitmap qrCodeImage = BitmapqrCode.GetGraphic(20);

                qrCodeImage.Save(_currentDirectory + @"\MedicalCards\" + $"QrCard{_currentPatient.Id}.jpg", ImageFormat.Jpeg);

                using (XamlQRCode qrCode = new XamlQRCode(qrCodeData))
                {
                    DrawingImage qrCodeAsXaml = qrCode.GetGraphic(20);
                    ImageQRCode.Source = qrCodeAsXaml;
                }
            }

        }

        private void BtnOk_Click(object sender, RoutedEventArgs e)
        {
            StringBuilder _error = CheckFields();
            // если ошибки есть, то выводим ошибки в MessageBox
            // и прерываем выполнение 
            if (_error.Length > 0)
            {
                MessageBox.Show(_error.ToString());
                return;
            }
            try
            {
                if (_currentPatient.Id == 0)
                {
                    // процесс добавления пациента
                    // 1. Создать медкарту. Поле Qrкода пока пустое
                    Medcard medcard = new Medcard();
                    medcard.IssueDate = DateTime.Today;
                    medcard.LastVisitDate = DateTime.Today;
                    MicEntities.GetContext().Medcards.Add(medcard);
                    MicEntities.GetContext().SaveChanges();
                    // Добавили карту, потом получили id медкарты и прикрепили ее к пациенту
                    int medcardid = medcard.Id;
                    _currentPatient.MedcardId = medcardid;
                    string photo = ChangePhotoName();
                    // путь куда нужно скопировать файл
                    string dest = _currentDirectory + @"\Patients\" + photo;
                    File.Copy(_filePath, dest);
                    _currentPatient.Photo = photo;
                    MicEntities.GetContext().Patients.Add(_currentPatient);
                    MicEntities.GetContext().SaveChanges();  // Сохраняем изменения в БД
                    // Добавили пациента. Нам нужно сгенерировать qrCode на основе id пациента
                    // Надо вначале сохранить пациента в БД. Потом БД даст ему номер
                    // На основе номера пациента при помощи библиотеки QrCoder генерируем QrCode
                    GenerateQrcode();
                    medcard.QR = $"QrCard{_currentPatient.Id}.jpg";
                    // Записываем название файла в медкарту и все
                    MicEntities.GetContext().SaveChanges();
                    MessageBox.Show("Запись Изменена");
                    Manager.MainFrame.GoBack();
                }// Возвращаемся на предыдущую форму
            }
            catch (Exception ex)
            {
                MessageBox.Show(ex.Message.ToString());
            }
        }

        //подбор имени файла
        string ChangePhotoName()
        {
            string x = _currentDirectory + _photoName;
            string photoname = _photoName;
            int i = 0;
            if (File.Exists(x))
            {
                while (File.Exists(x))
                {
                    i++;
                    x = _currentDirectory + i.ToString() + photoname;
                }
                photoname = i.ToString() + photoname;
            }
            return photoname;
        }

        // загрузка фото 
        private void BtnLoadClick(object sender, RoutedEventArgs e)
        {
            try
            {
                
                //Диалог открытия файла
                OpenFileDialog op = new OpenFileDialog();
                op.Title = "Select a picture";
                op.Filter = "JPEG Files (*.jpeg)|*.jpeg|PNG Files (*.png)|*.png|JPG Files (*.jpg)|*.jpg|GIF Files (*.gif)|*.gif";
                // диалог вернет true, если файл был открыт
                if (op.ShowDialog() == true)
                {
                    ImagePatientPhoto.Source = new BitmapImage(new Uri(op.FileName));
                    _photoName = op.SafeFileName;
                    _filePath = op.FileName;
                }
            }
            catch (Exception ex)
            {
                MessageBox.Show(ex.Message, "Ошибка", MessageBoxButton.OK, MessageBoxImage.Error);
                _filePath = null;
            }

          
        }
    }
}

-------------part 2-------
<Window x:Class="WpfMICApp.MainWindow"
        xmlns="http://schemas.microsoft.com/winfx/2006/xaml/presentation"
        xmlns:x="http://schemas.microsoft.com/winfx/2006/xaml"
        xmlns:d="http://schemas.microsoft.com/expression/blend/2008"
        xmlns:mc="http://schemas.openxmlformats.org/markup-compatibility/2006"
        xmlns:local="clr-namespace:WpfMICApp"
        mc:Ignorable="d"
        Title="{Binding ElementName=MainFrame, Path=Content.Title}" 
        WindowStartupLocation="CenterScreen"
        Style="{StaticResource base_window}" ResizeMode="NoResize"
        Height="1000" Width="1030"
        Closing="WindowClosing" Closed="WindowClosed" >
    <Grid>

        <Grid.RowDefinitions>
            <RowDefinition Height="75"/>
            <RowDefinition Height="*"/>
            <RowDefinition Height="30"/>
        </Grid.RowDefinitions>

        <Grid Background="{StaticResource additional}"/>

        <Image  Margin="10" HorizontalAlignment="Left"/>

        <TextBlock Grid.Row="0" Text="МИС" 
           HorizontalAlignment="Center" 
           VerticalAlignment="Center"
           Foreground="{StaticResource main}"
           FontSize="20" FontWeight="Bold"/>
        <Frame x:Name="MainFrame" Grid.Row="1" 
         BorderBrush="{StaticResource akcent}"
         NavigationUIVisibility="Hidden" 
         BorderThickness="1" ContentRendered="MainFrame_ContentRendered"/>
        <TextBlock x:Name="TextBlockName" Width="auto" 
           Height="40" HorizontalAlignment="Right" 
           VerticalAlignment="Top"/>
        <StackPanel Grid.Row="0" Orientation="Vertical" HorizontalAlignment="Right" Margin="0 0 20 0">

            <Button x:Name="BtnLook" 
                 Click="BtnLook_Click" ToolTip="Отслеживание движения клиентов и сотрудников по помещениям больницы" Content="Отслеживание движения клиентов и сотрудников по помещениям больницы">

            </Button>

            <Button x:Name="BtnAddPatient" 
                 Click="BtnAddPatient_Click" ToolTip="Регистрация движения пациентов по стационару и занятость коечного фонда" Content="Регистрация движения пациентов по стационару и занятость коечного фонда">

            </Button>
            <Button x:Name="BtnBack" 
                 Click="BtnBackClick" ToolTip="Назад" Content="Назад" Visibility="Collapsed">

            </Button>
        </StackPanel>
        <Grid Grid.Row="2" Background="{StaticResource additional}"/>
    </Grid>
</Window>

using System;
using System.Windows;
using WpfMICApp.Pages;

namespace WpfMICApp
{
    /// <summary>
    /// Логика взаимодействия для MainWindow.xaml
    /// </summary>
    public partial class MainWindow : Window
    {
        public MainWindow()
        {
            InitializeComponent();
            LoadData();
        }

        void LoadData()
        {
            MainFrame.Navigate(new LookPatientsPage());
        }


        private void WindowClosed(object sender, EventArgs e)
        {
            // показать владельца формы
            //Owner.Show();
            // или если надо, то можно закрыть приложение  командой
            Application.Current.Shutdown();
        }

        //событие попытки закрытия окна,
        // если пользователь выберет Cancel, то форму не закроем
        private void WindowClosing(object sender, System.ComponentModel.CancelEventArgs e)
        {
            MessageBoxResult x = MessageBox.Show("Вы действительно хотите выйти?", "Выйти",
              MessageBoxButton.OKCancel, MessageBoxImage.Question);
            if (x == MessageBoxResult.Cancel)
                e.Cancel = true;
        }

        private void BtnBackClick(object sender, RoutedEventArgs e)
        {
            MainFrame.GoBack();
        }



        private void MainFrame_ContentRendered(object sender, EventArgs e)
        {
            if (MainFrame.CanGoBack)
            {
                BtnBack.Visibility = Visibility.Visible;
            }
            else
            {
                BtnBack.Visibility = Visibility.Collapsed;
            }
        }

      

        private void BtnAddPatient_Click(object sender, RoutedEventArgs e)
        {
            MainFrame.Navigate(new PatientMovePage());
        }

        private void BtnLook_Click(object sender, RoutedEventArgs e)
        {
            MainFrame.Navigate(new LookPatientsPage());

        }
    }
}


<Page x:Class="WpfMICApp.Pages.PatientMovePage"
